"plot_id","range","column","plot_name","rep","block","phenotype_id","trait_id","phenotype_value","phenotype_date","phenotype_person","notes","meta_data","meta_type","sampling_datetime","sampling_time","sampling_date"
"18ASH30027",2,1,"TRIUMPH-64",1,2,1813004,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:34","2018-06-26"
"18ASH30028",2,2,"MFA-2018",1,2,1813005,"AWNS","Mix",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:33","2018-06-26"
"18ASH30029",2,3,"GENOU",1,2,1813006,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:33","2018-06-26"
"18ASH30030",2,4,"CENTURA",1,2,1813007,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:32","2018-06-26"
"18ASH30031",2,5,"ENDURANCE",1,2,1813008,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:31","2018-06-26"
"18ASH30032",2,6,"SCOUT-66",1,2,1813009,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:30","2018-06-26"
"18ASH30033",2,7,"THUNDER-CL",1,2,1813010,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:26","2018-06-26"
"18ASH30034",2,8,"TX00V1131",1,2,1813011,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:24","2018-06-26"
"18ASH30035",2,9,"PETE",1,2,1813012,"AWNS","Awnless",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:22","2018-06-26"
"18ASH30036",2,10,"OK05108",1,2,1813013,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:18","2018-06-26"
"18ASH30037",2,11,"SANTA-FE",1,2,1813014,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:17","2018-06-26"
"18ASH30038",2,12,"DUSTER",1,2,1813015,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:16","2018-06-26"
"18ASH30039",2,13,"POSTROCK",1,2,1813016,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:14","2018-06-26"
"18ASH30040",2,14,"TX03A0148",1,2,1813017,"AWNS","Awnless",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:12","2018-06-26"
"18ASH30041",2,15,"Everest",1,2,1813018,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:10","2018-06-26"
"18ASH30042",2,16,"CO04025",1,2,1813019,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:09","2018-06-26"
"18ASH30043",2,17,"MACE",1,2,1813020,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:08","2018-06-26"
"18ASH30044",2,18,"ONAGA",1,2,1813021,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:06","2018-06-26"
"18ASH30045",2,19,"DENALI",1,2,1813022,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:05","2018-06-26"
"18ASH30046",2,20,"OK-RISING",1,2,1813023,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:05","2018-06-26"
"18ASH30047",2,21,"OK10119",1,2,1813024,"AWNS","Awnless",2018-06-26,"byron_evers","","","","2018-06-26 15:38:00","15:38:55","2018-06-26"
"18ASH30048",2,22,"PIONEER-25R40",1,2,1813025,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:38:00","15:38:54","2018-06-26"
"18ASH30049",2,23,"OK04525",1,2,1813026,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:38:00","15:38:52","2018-06-26"
"18ASH30050",2,24,"TAM-109",1,2,1813027,"AWNS","Awnless",2018-06-26,"byron_evers","","","","2018-06-26 15:38:00","15:38:50","2018-06-26"
"18ASH30051",2,25,"Everest",1,2,1813028,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:38:00","15:38:48","2018-06-26"
"18ASH30052",2,26,"DELIVER",1,2,1813029,"AWNS","Awnless",2018-06-26,"byron_evers","","","","2018-06-26 15:38:00","15:38:46","2018-06-26"
"18ASH30053",3,1,"EAGLE",1,3,1813030,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:45","2018-06-26"
"18ASH30054",3,2,"TX03A0563",1,3,1813031,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:46","2018-06-26"
"18ASH30055",3,3,"TX04M410211",1,3,1813032,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:47","2018-06-26"
"18ASH30056",3,4,"CO03064",1,3,1813033,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:47","2018-06-26"
"18ASH30057",3,5,"TX05A001822",1,3,1813034,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:48","2018-06-26"
"18ASH30058",3,6,"NUSKY",1,3,1813035,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:49","2018-06-26"
"18ASH30059",3,7,"OK05526",1,3,1813036,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:50","2018-06-26"
"18ASH30060",3,8,"BENNETT",1,3,1813037,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:51","2018-06-26"
"18ASH30061",3,9,"COMANCHE",1,3,1813038,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:52","2018-06-26"
"18ASH30062",3,10,"Everest",1,3,1813039,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:52","2018-06-26"
"18ASH30063",3,11,"CEDAR",1,3,1813040,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:53","2018-06-26"
"18ASH30064",3,12,"TASCOSA",1,3,1813041,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:54","2018-06-26"
"18ASH30065",3,13,"NI08708",1,3,1813042,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:55","2018-06-26"
"18ASH30066",3,14,"BRONZE",1,3,1813043,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:56","2018-06-26"
"18ASH30067",3,15,"OK1070275",1,3,1813044,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:57","2018-06-26"
"18ASH30068",3,16,"TANDEM",1,3,1813045,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:58","2018-06-26"
"18ASH30069",3,17,"OK05723W",1,3,1813046,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:58","2018-06-26"
"18ASH30070",3,18,"HARDING",1,3,1813047,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:39:00","15:39:59","2018-06-26"
"18ASH30071",3,19,"OK07214",1,3,1813048,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:00","2018-06-26"
"18ASH30072",3,20,"PARKER",1,3,1813049,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:01","2018-06-26"
"18ASH30073",3,21,"BUCKSKIN",1,3,1813050,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:02","2018-06-26"
"18ASH30074",3,22,"MT85200",1,3,1813051,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:03","2018-06-26"
"18ASH30075",3,23,"Everest",1,3,1813052,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:04","2018-06-26"
"18ASH30076",3,24,"MCGILL",1,3,1813053,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:04","2018-06-26"
"18ASH30077",3,25,"WICHITA",1,3,1813054,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:05","2018-06-26"
"18ASH30078",3,26,"SD05210",1,3,1813055,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:06","2018-06-26"
"18ASH30079",4,1,"CUSTER",1,4,1813056,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:44","2018-06-26"
"18ASH30080",4,2,"TX01V5134RC-3",1,4,1813057,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:43","2018-06-26"
"18ASH30081",4,3,"DUKE",1,4,1813058,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:42","2018-06-26"
"18ASH30082",4,4,"HG-9",1,4,1813059,"AWNS","Awnless",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:41","2018-06-26"
"18ASH30083",4,5,"Everest",1,4,1813060,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:40","2018-06-26"
"18ASH30084",4,6,"RAWHIDE",1,4,1813061,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:39","2018-06-26"
"18ASH30085",4,7,"SY-EXP-38-45",1,4,1813062,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:37","2018-06-26"
"18ASH30086",4,8,"BYRD",1,4,1813063,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:36","2018-06-26"
"18ASH30087",4,9,"REDLAND",1,4,1813064,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:35","2018-06-26"
"18ASH30088",4,10,"TAM-302",1,4,1813065,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:34","2018-06-26"
"18ASH30089",4,11,"TX86A5606",1,4,1813066,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:33","2018-06-26"
"18ASH30090",4,12,"OGALLALA",1,4,1813067,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:32","2018-06-26"
"18ASH30091",4,13,"E2041",1,4,1813068,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:31","2018-06-26"
"18ASH30092",4,14,"TX99A0153-1",1,4,1813069,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:31","2018-06-26"
"18ASH30093",4,15,"ABOVE",1,4,1813070,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:30","2018-06-26"
"18ASH30094",4,16,"JAGALENE",1,4,1813071,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:29","2018-06-26"
"18ASH30095",4,17,"SETTLER-CL",1,4,1813072,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:28","2018-06-26"
"18ASH30096",4,18,"TAM-203",1,4,1813073,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:27","2018-06-26"
"18ASH30097",4,19,"Everest",1,4,1813074,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:26","2018-06-26"
"18ASH30098",4,20,"ARMOUR",1,4,1813075,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:26","2018-06-26"
"18ASH30099",4,21,"COUGAR",1,4,1813076,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:25","2018-06-26"
"18ASH30100",4,22,"W04-417",1,4,1813077,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:24","2018-06-26"
"18ASH30101",4,23,"CO04499",1,4,1813078,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:23","2018-06-26"
"18ASH30102",4,24,"Everest",1,4,1813079,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:22","2018-06-26"
"18ASH30103",4,25,"WINDSTAR",1,4,1813080,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:22","2018-06-26"
"18ASH30104",4,26,"HV906-865",1,4,1813081,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:21","2018-06-26"
"18ASH30105",5,1,"JULES",1,5,1813082,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:40:00","15:40:59","2018-06-26"
"18ASH30106",5,2,"OK1068002",1,5,1813083,"AWNS","Awnless",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:01","2018-06-26"
"18ASH30107",5,3,"TREGO",1,5,1813084,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:03","2018-06-26"
"18ASH30108",5,4,"COSSACK",1,5,1813085,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:05","2018-06-26"
"18ASH30109",5,5,"TAM-107-R7",1,5,1813086,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:07","2018-06-26"
"18ASH30110",5,6,"LOCKETT",1,5,1813087,"AWNS","Awnless",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:08","2018-06-26"
"18ASH30111",5,7,"JUDITH",1,5,1813088,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:10","2018-06-26"
"18ASH30112",5,8,"NIOBRARA",1,5,1813089,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:11","2018-06-26"
"18ASH30113",5,9,"MT9904",1,5,1813090,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:12","2018-06-26"
"18ASH30114",5,10,"Everest",1,5,1813091,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:13","2018-06-26"
"18ASH30115",5,11,"DOANS",1,5,1813092,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:14","2018-06-26"
"18ASH30116",5,12,"HONDO",1,5,1813093,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:15","2018-06-26"
"18ASH30117",5,13,"OK04111",1,5,1813094,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:16","2018-06-26"
"18ASH30118",5,14,"OK06336",1,5,1813095,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:16","2018-06-26"
"18ASH30119",5,15,"MT9982",1,5,1813096,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:17","2018-06-26"
"18ASH30120",5,16,"TURKEY",1,5,1813097,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:18","2018-06-26"
"18ASH30121",5,17,"PRONGHORN",1,5,1813098,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:19","2018-06-26"
"18ASH30122",5,18,"DANBY",1,5,1813099,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:20","2018-06-26"
"18ASH30123",5,19,"CJ",1,5,1813100,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:21","2018-06-26"
"18ASH30124",5,20,"OK1068026",1,5,1813101,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:22","2018-06-26"
"18ASH30125",5,21,"GREER",1,5,1813102,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:22","2018-06-26"
"18ASH30126",5,22,"YUMA",1,5,1813103,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:23","2018-06-26"
"18ASH30127",5,23,"KS05HW14",1,5,1813104,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:24","2018-06-26"
"18ASH30128",5,24,"OK1070267",1,5,1813105,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:25","2018-06-26"
"18ASH30129",5,25,"HV9W06-504",1,5,1813106,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:26","2018-06-26"
"18ASH30130",5,26,"ROANE",1,5,1813107,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:27","2018-06-26"
"18ASH30131",6,1,"MIT",1,6,1813108,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:21","2018-06-26"
"18ASH30132",6,2,"ASPEN",1,6,1813109,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:20","2018-06-26"
"18ASH30133",6,3,"CRIMSON",1,6,1813110,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:19","2018-06-26"
"18ASH30134",6,4,"TX06A001386",1,6,1813111,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:18","2018-06-26"
"18ASH30135",6,5,"SAGE",1,6,1813112,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:17","2018-06-26"
"18ASH30136",6,6,"WB-DEUCE-CL",1,6,1813113,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:17","2018-06-26"
"18ASH30137",6,7,"T173",1,6,1813114,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:16","2018-06-26"
"18ASH30138",6,8,"Everest",1,6,1813115,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:15","2018-06-26"
"18ASH30139",6,9,"MT9513",1,6,1813116,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:15","2018-06-26"
"18ASH30140",6,10,"TX99U8618",1,6,1813117,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:14","2018-06-26"
"18ASH30141",6,11,"INFINITY-CL",1,6,1813118,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:13","2018-06-26"
"18ASH30142",6,12,"SANDY",1,6,1813119,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:13","2018-06-26"
"18ASH30143",6,13,"2180",1,6,1813120,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:12","2018-06-26"
"18ASH30144",6,14,"ARAPAHOE",1,6,1813121,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:11","2018-06-26"
"18ASH30145",6,15,"HITCH",1,6,1813122,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:10","2018-06-26"
"18ASH30146",6,16,"SHOCKER",1,6,1813123,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:09","2018-06-26"
"18ASH30147",6,17,"NE04490",1,6,1813124,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:09","2018-06-26"
"18ASH30148",6,18,"NE05548",1,6,1813125,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:08","2018-06-26"
"18ASH30149",6,19,"INTRADA",1,6,1813126,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:07","2018-06-26"
"18ASH30150",6,20,"TX86A8072",1,6,1813127,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:07","2018-06-26"
"18ASH30151",6,21,"OK09634",1,6,1813128,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:06","2018-06-26"
"18ASH30152",6,22,"Everest",1,6,1813129,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:44","2018-06-26"
"18ASH30153",6,23,"OK05212",1,6,1813130,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:43","2018-06-26"
"18ASH30154",6,24,"HV9W03-1379R",1,6,1813131,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:42","2018-06-26"
"18ASH30155",6,25,"ART",1,6,1813132,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:41","2018-06-26"
"18ASH30156",6,26,"SD00111-9",1,6,1813133,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:41:00","15:41:41","2018-06-26"
"18ASH30157",7,1,"MFA-2525",1,7,1813134,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:42:00","15:42:24","2018-06-26"
"18ASH30159",7,3,"Everest",1,7,1813136,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:10","2018-06-26"
"18ASH30160",7,4,"TIGER",1,7,1813137,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:11","2018-06-26"
"18ASH30161",7,5,"HALLAM",1,7,1813138,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:13","2018-06-26"
"18ASH30162",7,6,"CO03W054",1,7,1813139,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:13","2018-06-26"
"18ASH30163",7,7,"T158",1,7,1813140,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:14","2018-06-26"
"18ASH30164",7,8,"TX06A001132",1,7,1813141,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:15","2018-06-26"
"18ASH30165",7,9,"BILLINGS",1,7,1813142,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:16","2018-06-26"
"18ASH30166",7,10,"SNOWMASS",1,7,1813143,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:16","2018-06-26"
"18ASH30167",7,11,"BAKERS-WHITE",1,7,1813144,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:17","2018-06-26"
"18ASH30168",7,12,"KHARKOF",1,7,1813145,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:18","2018-06-26"
"18ASH30169",7,13,"OK05303",1,7,1813146,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:19","2018-06-26"
"18ASH30170",7,14,"GOODSTREAK",1,7,1813147,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:27","2018-06-26"
"18ASH30171",7,15,"GARRISON",1,7,1813148,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:28","2018-06-26"
"18ASH30172",7,16,"Everest",1,7,1813149,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:29","2018-06-26"
"18ASH30173",7,17,"OK08328",1,7,1813150,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:31","2018-06-26"
"18ASH30174",7,18,"OK02405",1,7,1813151,"AWNS","Awnless",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:34","2018-06-26"
"18ASH30175",7,19,"AKRON",1,7,1813152,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:37","2018-06-26"
"18ASH30176",7,20,"TAM-401",1,7,1813153,"AWNS","Awnless",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:38","2018-06-26"
"18ASH30177",7,21,"CAMELOT",1,7,1813154,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:39","2018-06-26"
"18ASH30178",7,22,"NUHORIZON",1,7,1813155,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:40","2018-06-26"
"18ASH30179",7,23,"HOMESTEAD",1,7,1813156,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:40","2018-06-26"
"18ASH30180",7,24,"2174",1,7,1813157,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:41","2018-06-26"
"18ASH30181",7,25,"OK05830",1,7,1813158,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:42","2018-06-26"
"18ASH30182",7,26,"KS020319",1,7,1813159,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:43","2018-06-26"
"18ASH30183",8,1,"NI06736",1,8,1813160,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:59:00","15:59:07","2018-06-26"
"18ASH30184",8,2,"CUTTER",1,8,1813161,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:59:00","15:59:06","2018-06-26"
"18ASH30185",8,3,"CO04W320",1,8,1813162,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:59:00","15:59:06","2018-06-26"
"18ASH30186",8,4,"HAWKEN",1,8,1813163,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:59:00","15:59:05","2018-06-26"
"18ASH30187",8,5,"TAM-112",1,8,1813164,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:59:00","15:59:05","2018-06-26"
"18ASH30188",8,6,"DAWN",1,8,1813165,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:59:00","15:59:04","2018-06-26"
"18ASH30189",8,7,"NI07703",1,8,1813166,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:59:00","15:59:03","2018-06-26"
"18ASH30190",8,8,"ARROW",1,8,1813167,"AWNS","Awnless",2018-06-26,"byron_evers","","","","2018-06-26 15:59:00","15:59:02","2018-06-26"
"18ASH30191",8,9,"TX07A001420",1,8,1813168,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:59:00","15:59:00","2018-06-26"
"18ASH30192",8,10,"LCH08-80",1,8,1813169,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:59","2018-06-26"
"18ASH30193",8,11,"SY-SOUTHWIND",1,8,1813170,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:59","2018-06-26"
"18ASH30194",8,12,"WINOKA",1,8,1813171,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:58","2018-06-26"
"18ASH30195",8,13,"LCS-MINT",1,8,1813172,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:56","2018-06-26"
"18ASH30196",8,14,"Everest",1,8,1813173,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:56","2018-06-26"
"18ASH30197",8,15,"T153",1,8,1813174,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:55","2018-06-26"
"18ASH30198",8,16,"CREST",1,8,1813175,"AWNS","Awned",2018-06-26,"byron_evers","","","","2018-06-26 15:58:00","15:58:54","2018-06-26"
